fund,bank_name,city,state,location,latitude,longitude,faildate,qbfasset
10129,Flagship National Bank,Bradenton,FL,"Bradenton, FL",27.4989278,-82.5748194,10/23/2009,177563
10131,Hillcrest Bank Florida,Naples,FL,"Naples, FL",26.1421976,-81.7942944,10/23/2009,82774
10127,American United Bank,Lawrenceville,GA,"Lawrenceville, GA",33.9566391,-83.9890066,10/23/2009,110094
10130,Partners Bank,Naples,FL,"Naples, FL",26.1421976,-81.7942944,10/23/2009,65498
10126,San Joaquin Bank,Bakersfield,CA,"Bakersfield, CA",35.3738712,-119.0194639,10/16/2009,766359
10123,Southern Colorado National Bank,Pueblo,CO,"Pueblo, CO",38.2544472,-104.609141,10/2/2009,37142
10124,Jennings State Bank,Spring Grove,MN,"Spring Grove, MN",43.5610145,-91.6359516,10/2/2009,52347
10125,Warren Bank,Warren,MI,"Warren, MI",38.7535106,-91.1453948,10/2/2009,504816
10122,Georgian Bank,Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,9/25/2009,2230230
10121,"Irwin Union Bank, F.S.B.",Louisville,KY,"Louisville, KY",38.2542376,-85.759407,9/18/2009,518151
10120,Irwin Union Bank and Trust Company,Columbus,IN,"Columbus, IN",39.2014405,-85.9213796,9/18/2009,2839747
10119,Venture Bank,Lacey,WA,"Lacey, WA",47.0263876,-122.8072257,9/11/2009,968385
10118,Brickwell Community Bank,Woodbury,MN,"Woodbury, MN",44.919896,-92.9339449,9/11/2009,72576
10117,"Corus Bank, N.A.",Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,9/11/2009,7003321
10114,First State Bank,Flagstaff,AZ,"Flagstaff, AZ",35.1816047,-111.6165953319917,9/4/2009,107235
10115,Platinum Community Bank,Rolling Meadows,IL,"Rolling Meadows, IL",42.0841936,-88.0131275,9/4/2009,147961
10116,Vantus Bank,Sioux City,IA,"Sioux City, IA",42.4966815,-96.4058782,9/4/2009,503643
10113,InBank,Oak Forest,IL,"Oak Forest, IL",41.6028116,-87.7439384,9/4/2009,209848
10112,First Bank of Kansas City,Kansas City,MO,"Kansas City, MO",39.100105,-94.5781416,9/4/2009,15723
10110,Affinity Bank,Ventura,CA,"Ventura, CA",34.4458248,-119.0779359,8/28/2009,1211431
10111,Mainstreet Bank,Forest Lake,MN,"Forest Lake, MN",45.279106,-92.9851629,8/28/2009,458533
10109,Bradford Bank,Baltimore,MD,"Baltimore, MD",39.2908816,-76.610759,8/28/2009,451888
10105,Guaranty Bank,Austin,TX,"Austin, TX",30.2711286,-97.7436995,8/21/2009,13464352
10106,CapitalSouth Bank,Birmingham,AL,"Birmingham, AL",33.5206824,-86.8024326,8/21/2009,586586
10108,First Coweta Bank,Newnan,GA,"Newnan, GA",33.3806716,-84.7996573,8/21/2009,163755
10107,ebank,Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,8/21/2009,144688
10100,Community Bank of Nevada,Las Vegas,NV,"Las Vegas, NV",36.1672559,-115.148516,8/14/2009,1397798
10101,Community Bank of Arizona,Phoenix,AZ,"Phoenix, AZ",33.4484367,-112.074141,8/14/2009,158517
10102,"Union Bank, National Association",Gilbert,AZ,"Gilbert, AZ",33.3527632,-111.789037,8/14/2009,119529
10103,Colonial Bank,Montgomery,AL,"Montgomery, AL",32.3669656,-86.3006485,8/14/2009,25455112
10104,Dwelling House Savings and Loan Association,Pittsburgh,PA,"Pittsburgh, PA",40.4416941,-79.9900861,8/14/2009,12947
10092,Community First Bank,Prineville,OR,"Prineville, OR",44.2998261,-120.834972,8/7/2009,199508
10099,Community National Bank of Sarasota County,Venice,FL,"Venice, FL",27.0999188,-82.4543597,8/7/2009,92528
10098,First State Bank,Sarasota,FL,"Sarasota, FL",27.3365805,-82.5308545,8/7/2009,447667
10094,Mutual Bank,Harvey,IL,"Harvey, IL",41.6100344,-87.6467132,7/31/2009,1595657
10097,First BankAmericano,Elizabeth,NJ,"Elizabeth, NJ",40.6639916,-74.2107006,7/31/2009,163372
10096,Peoples Community Bank,West Chester,OH,"West Chester, OH",39.3303357,-84.408275,7/31/2009,606153
10095,Integrity Bank,Jupiter,FL,"Jupiter, FL",26.9342246,-80.0942087,7/31/2009,105298
10093,First State Bank of Altus,Altus,OK,"Altus, OK",34.6381255,-99.3339754,7/31/2009,90867
10088,Security Bank of Jones County,Gray,GA,"Gray, GA",33.0095802,-83.5337816,7/24/2009,432712
10087,Security Bank of Houston County,Perry,GA,"Perry, GA",32.4586695,-83.7319658,7/24/2009,371624
10085,Security Bank of Bibb County,Macon,GA,"Macon, GA",32.8406946,-83.6324022,7/24/2009,943744
10090,Security Bank of North Metro,Woodstock,GA,"Woodstock, GA",34.1014112,-84.5192192,7/24/2009,184184
10089,Security Bank of North Fulton,Alpharetta,GA,"Alpharetta, GA",34.0709576,-84.2747329,7/24/2009,190564
10086,Security Bank of Gwinnett County,Suwanee,GA,"Suwanee, GA",34.0514898,-84.0712997,7/24/2009,259182
10091,Waterford Village Bank,Williamsville,NY,"Williamsville, NY",42.9637836,-78.7377258,7/24/2009,55707
10082,Temecula Valley Bank,Temecula,CA,"Temecula, CA",33.4946353,-117.1473661,7/17/2009,1396622
10083,Vineyard Bank,Rancho Cucamonga,CA,"Rancho Cucamonga, CA",34.1033192,-117.5751735,7/17/2009,1638378
10081,BankFirst,Sioux Falls,SD,"Sioux Falls, SD",43.5488256,-96.7307737,7/17/2009,210844
10084,First Piedmont Bank,Winder,GA,"Winder, GA",33.9919085,-83.7184368,7/17/2009,114113
10080,Bank of Wyoming,Thermopolis,WY,"Thermopolis, WY",43.646067,-108.212043,7/10/2009,70188
10074,Founders Bank,Worth,IL,"Worth, IL",41.6899779,-87.7974139,7/2/2009,889172
10079,Millennium State Bank of Texas,Dallas,TX,"Dallas, TX",32.7762719,-96.7968559,7/2/2009,118601
10078,First National Bank of Danville,Danville,IL,"Danville, IL",40.125222,-87.6304614,7/2/2009,148218
10073,The Elizabeth State Bank,Elizabeth,IL,"Elizabeth, IL",42.3177911,-90.221517,7/2/2009,55027
10075,Rock River Bank,Oregon,IL,"Oregon, IL",42.0147513,-89.3323279,7/2/2009,74808
10077,First State Bank of Winchester,Winchester,IL,"Winchester, IL",39.629639,-90.4561955,7/2/2009,30073
10076,John Warner Bank,Clinton,IL,"Clinton, IL",38.5896187,-89.420064,7/2/2009,69609
10072,Mirae Bank,Los Angeles,CA,"Los Angeles, CA",34.0536909,-118.242766,6/26/2009,480619
10071,MetroPacific Bank,Irvine,CA,"Irvine, CA",33.6856969,-117.8259819,6/26/2009,75316
10070,Horizon Bank,Pine City,MN,"Pine City, MN",45.8260672,-92.9685423,6/26/2009,84763
10069,Neighborhood Community Bank,Newnan,GA,"Newnan, GA",33.3806716,-84.7996573,6/26/2009,212616
10068,Community Bank of West Georgia,Villa Rica,GA,"Villa Rica, GA",33.732052,-84.9191081,6/26/2009,201222
10066,First National Bank of Anthony,Anthony,KS,"Anthony, KS",37.1533554,-98.0311728,6/19/2009,156954
10065,Cooperative Bank,Wilmington,NC,"Wilmington, NC",34.2257282,-77.9447107,6/19/2009,966778
10067,Southern Community Bank,Fayetteville,GA,"Fayetteville, GA",33.4487257,-84.4549262,6/19/2009,371695
10064,Bank of Lincolnwood,Lincolnwood,IL,"Lincolnwood, IL",42.0055985,-87.735572,6/5/2009,212718
10063,Citizens National Bank,Macomb,IL,"Macomb, IL",40.4588934,-90.6713939,5/22/2009,438560
10062,Strategic Capital Bank,Champaign,IL,"Champaign, IL",40.1164841,-88.2430932,5/22/2009,546576
10061,"BankUnited, FSB",Coral Gables,FL,"Coral Gables, FL",25.72149,-80.2683838,5/21/2009,13111463
10060,Westsound Bank,Bremerton,WA,"Bremerton, WA",47.5653663,-122.6246836,5/8/2009,334608
10057,America West Bank,Layton,UT,"Layton, UT",41.0751048,-111.9741925,5/1/2009,281564
10058,Citizens Community Bank,Ridgewood,NJ,"Ridgewood, NJ",40.9796683,-74.1194403,5/1/2009,40657
10059,"Silverton Bank, NA",Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,5/1/2009,4157246
10055,First Bank of Idaho,Ketchum,ID,"Ketchum, ID",43.680741,-114.363662,4/24/2009,490656
10054,First Bank of Beverly Hills,Calabasas,CA,"Calabasas, CA",34.1446643,-118.644097,4/24/2009,1260354
10056,Michigan Heritage Bank,Farmington Hills,MI,"Farmington Hills, MI",42.4853125,-83.3771553,4/24/2009,167710
10053,American Southern Bank,Kennesaw,GA,"Kennesaw, GA",34.0234337,-84.6154897,4/24/2009,105950
10051,Great Basin Bank of Nevada,Elko,NV,"Elko, NV",41.1958128,-115.3272864,4/17/2009,238940
10052,American Sterling Bank,Sugar Creek,MO,"Sugar Creek, MO",39.1399165,-94.40303431420516,4/17/2009,166456
10050,New Frontier Bank,Greeley,CO,"Greeley, CO",40.4233142,-104.7091322,4/10/2009,1774588
10049,Cape Fear Bank,Wilmington,NC,"Wilmington, NC",34.2257282,-77.9447107,4/10/2009,492418
10048,Omni National Bank,Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,3/27/2009,979585
10046,"TeamBank, NA",Paola,KS,"Paola, KS",38.5723318,-94.8786484,3/20/2009,669830
10045,Colorado National Bank,Colorado Springs,CO,"Colorado Springs, CO",38.8339578,-104.825348,3/20/2009,123508
10047,FirstCity Bank,Stockbridge,GA,"Stockbridge, GA",33.5442781,-84.2338093,3/20/2009,285015
10044,Freedom Bank of Georgia,Commerce,GA,"Commerce, GA",34.203997,-83.4571058,3/6/2009,172454
10043,Security Savings Bank,Henderson,NV,"Henderson, NV",36.0301134,-114.9826194,2/27/2009,238307
10042,Heritage Community Bank,Glenwood,IL,"Glenwood, IL",41.5424867,-87.6022765,2/27/2009,235154
10041,Silver Falls Bank,Silverton,OR,"Silverton, OR",45.0049305,-122.7832947,2/20/2009,134206
10040,Pinnacle Bank of Oregon,Beaverton,OR,"Beaverton, OR",45.4871723,-122.80378,2/13/2009,71921
10037,Corn Belt Bank & Trust Co.,Pittsfield,IL,"Pittsfield, IL",39.6078254,-90.805129,2/13/2009,260201
10038,Riverside Bank of the Gulf Coast,Cape Coral,FL,"Cape Coral, FL",26.6059432,-81.9806771,2/13/2009,523673
10039,Sherman County Bank,Loup City,NE,"Loup City, NE",41.2747492,-98.9672755,2/13/2009,135431
10034,County Bank,Merced,CA,"Merced, CA",37.1641544,-120.7678602,2/6/2009,1711552
10035,Alliance Bank,Culver City,CA,"Culver City, CA",34.0211224,-118.396466,2/6/2009,1113361
10036,FirstBank Financial Services,McDonough,GA,"McDonough, GA",33.4473361,-84.1468616,2/6/2009,317237
10032,Ocala National Bank,Ocala,FL,"Ocala, FL",29.1871986,-82.1400923,1/30/2009,219424
10033,Suburban FSB,Crofton,MD,"Crofton, MD",39.01595465,-76.68420565430054,1/30/2009,347408
10031,MagnetBank,Salt Lake City,UT,"Salt Lake City, UT",40.7596198,-111.886797,1/30/2009,300674
10030,1st Centennial Bank,Redlands,CA,"Redlands, CA",34.0550328,-117.1827445,1/23/2009,797959
10029,Bank of Clark County,Vancouver,WA,"Vancouver, WA",45.6306954,-122.6744557,1/16/2009,441085
10028,National Bank of Commerce,Berkeley,IL,"Berkeley, IL",41.8889194,-87.9033956,1/16/2009,419741
10026,Sanderson State Bank,Sanderson,TX,"Sanderson, TX",30.1424077,-102.394024,12/12/2008,38217
10027,Haven Trust Bank,Duluth,GA,"Duluth, GA",34.0028569,-84.1441046,12/12/2008,559551
10025,First Georgia Community Bank,Jackson,GA,"Jackson, GA",34.1282559,-83.5753386,12/5/2008,256371
10024,PFF Bank & Trust,Pomona,CA,"Pomona, CA",34.0553813,-117.7517496,11/21/2008,3715433
10023,Downey Savings & Loan,Newport Beach,CA,"Newport Beach, CA",33.6170092,-117.9294401,11/21/2008,12779371
10022,Community Bank,Loganville,GA,"Loganville, GA",33.8389977,-83.9007382,11/21/2008,634901
10020,Security Pacific Bank,Los Angeles,CA,"Los Angeles, CA",34.0536909,-118.242766,11/7/2008,527959
10021,"Franklin Bank, SSB",Houston,TX,"Houston, TX",29.7589382,-95.3676974,11/7/2008,5089260
10019,Freedom Bank,Bradenton,FL,"Bradenton, FL",27.4989278,-82.5748194,10/31/2008,270842
10018,Alpha Bank & Trust,Alpharetta,GA,"Alpharetta, GA",34.0709576,-84.2747329,10/24/2008,354090
10017,Meridian Bank,Eldred,IL,"Eldred, IL",39.2875475,-90.5523438,10/10/2008,38223
10016,Main Street Bank,Northville,MI,"Northville, MI",42.4310806,-83.4832262,10/10/2008,112368
10015,Washington Mutual Bank (Including its subsidiary Washington Mutual Bank FSB),Henderson,NV,"Henderson, NV",36.0301134,-114.9826194,9/25/2008,307021614
10014,Ameribank,Northfork,WV,"Northfork, WV",37.420948,-81.4401034,9/19/2008,103965
10013,Silver State Bank,Henderson,NV,"Henderson, NV",36.0301134,-114.9826194,9/5/2008,1957120
10012,Integrity Bank,Alpharetta,GA,"Alpharetta, GA",34.0709576,-84.2747329,8/29/2008,1107514
10011,Columbian Bank & Trust,Topeka,KS,"Topeka, KS",39.049011,-95.677556,8/22/2008,735071
10010,First Priority Bank,Bradenton,FL,"Bradenton, FL",27.4989278,-82.5748194,8/1/2008,258610
10009,"First Heritage Bank, NA",Newport Beach,CA,"Newport Beach, CA",33.6170092,-117.9294401,7/25/2008,255376
10008,First National Bank of Nevada,Reno,NV,"Reno, NV",39.5261206,-119.8126581,7/25/2008,3411145
10007,IndyMac Bank,Pasadena,CA,"Pasadena, CA",34.1476452,-118.1444779,7/11/2008,30698512
10006,"First Integrity Bank, NA",Staples,MN,"Staples, MN",46.3550001,-94.7933333,5/30/2008,52916
10005,"ANB Financial, NA",Bentonville,AR,"Bentonville, AR",36.3728538,-94.2088172,5/9/2008,1895545
10004,Hume Bank,Hume,MO,"Hume, MO",38.0900314,-94.5838444,3/7/2008,18682
10003,Douglass National Bank,Kansas City,MO,"Kansas City, MO",39.100105,-94.5781416,1/25/2008,52824
10002,Miami Valley Bank,Lakeview,OH,"Lakeview, OH",40.4847717,-83.9229952,10/4/2007,125362
10001,NetBank,Alpharetta,GA,"Alpharetta, GA",34.0709576,-84.2747329,9/28/2007,2473806
10000,Metropolitan Savings Bank,Pittsburgh,PA,"Pittsburgh, PA",40.4416941,-79.9900861,2/2/2007,15760
4665,Bank of Ephraim,Ephraim,UT,"Ephraim, UT",39.3596842,-111.586305,6/25/2004,56774
4664,Reliance Bank,White Plains,NY,"White Plains, NY",41.0339862,-73.7629097,3/19/2004,28637
4663,Guaranty National Bank of Tallahassee,Tallahassee,FL,"Tallahassee, FL",30.4380832,-84.2809332,3/12/2004,71280
6006,Dollar Savings Bank,Newark,NJ,"Newark, NJ",40.735657,-74.1723667,2/14/2004,13408
4662,Pulaski Savings Bank,Philadelphia,PA,"Philadelphia, PA",39.9527237,-75.1635262,11/14/2003,8487
4661,First National Bank of Blanchardville,Blanchardville,WI,"Blanchardville, WI",42.81032,-89.8622149,5/9/2003,34536
4660,Southern Pacific Bank,Torrance,CA,"Torrance, CA",33.8358492,-118.3406288,2/7/2003,904294
4659,Farmers Bank of Cheneyville,Cheneyville,LA,"Cheneyville, LA",31.0149128,-92.2873521,12/17/2002,35317
4658,Bank of Alamo,Alamo,TN,"Alamo, TN",35.7847949,-89.1172883,11/8/2002,58454
4657,AmTrade International Bank,Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,9/30/2002,92144
6005,Universal Federal Savings Bank,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,6/27/2002,51628
4656,Connecticut Bank of Commerce,Stamford,CT,"Stamford, CT",41.0469042,-73.5420246,6/26/2002,384172
4655,New Century Bank,Shelby Township,MI,"Shelby Township, MI",43.5974492,-86.33795121652116,3/28/2002,21091
4654,Net 1st National Bank,Boca Raton,FL,"Boca Raton, FL",26.3586885,-80.0830984,3/1/2002,37207
4653,"NextBank, NA",Phoenix,AZ,"Phoenix, AZ",33.4484367,-112.074141,2/7/2002,700180
4652,Oakwood Deposit Bank Co.,Oakwood,OH,"Oakwood, OH",41.365333,-81.507896,2/1/2002,72267
4651,Bank of Sierra Blanca,Sierra Blanca,TX,"Sierra Blanca, TX",31.1778312,-105.357627,1/18/2002,10764
4650,"Hamilton Bank, NA",Miami,FL,"Miami, FL",25.7741728,-80.19362,1/11/2002,1409496
4649,Sinclair National Bank,Gravette,AR,"Gravette, AR",36.4208054,-94.4526535,9/7/2001,29792
6004,"Superior Bank, FSB",Hinsdale,IL,"Hinsdale, IL",41.8024604,-87.9299841,7/27/2001,1765455
4648,Malta National Bank,Malta,OH,"Malta, OH",39.6492377,-81.8620804,5/3/2001,9075
4647,First Alliance Bank & Trust Co.,Manchester,NH,"Manchester, NH",42.9956397,-71.4547891,2/2/2001,17438
4646,National State Bank of Metropolis,Metropolis,IL,"Metropolis, IL",37.1511655,-88.7319979,12/14/2000,90397
4645,Bank of Honolulu,Honolulu,HI,"Honolulu, HI",21.304547,-157.855676,10/13/2000,63890
